tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	39	0	live	ACAT2		acetyl-CoA acetyltransferase 2	acetyl-CoA acetyltransferase, cytosolic|acetoacetyl Coenzyme A thiolase|acetyl-CoA transferase-like protein|cytosolic acetoacetyl-CoA thiolase	6q25.3	6	NC_000006.12	159761957	159779112	plus	10	100678	
9606	Homo sapiens	47	0	live	ACLY	ACL, ATPCL, CLATP	ATP citrate lyase	ATP-citrate synthase|ATP-citrate (pro-S-)-lyase|citrate cleavage enzyme	17q21.2	17	NC_000017.11	41866916	41930542	minus	30	108728	
9606	Homo sapiens	48	0	live	ACO1	ACONS, HEL60, IREB1, IREBP, IREBP1, IRP1	aconitase 1	cytoplasmic aconitate hydratase|IRE-BP 1|aconitase 1, soluble|aconitate hydratase, cytoplasmic|citrate hydro-lyase|cytosplasmic aconitase|epididymis luminal protein 60|ferritin repressor protein|iron regulatory protein 1|iron-responsive element-binding protein 1|soluble aconitase	9p21.1	9	NC_000009.12	32384603	32450836	plus	23	100880	
9606	Homo sapiens	50	0	live	ACO2	ACONM, HEL-S-284, ICRD, OCA8, OPA9	aconitase 2	aconitate hydratase, mitochondrial|aconitase 2, mitochondrial|citrate hydro-lyase|epididymis secretory sperm binding protein Li 284|mitochondrial aconitase	22q13.2	22	NC_000022.11	41469125	41528989	plus	18	100850	
9606	Homo sapiens	2180	0	live	ACSL1	ACS1, FACL1, FACL2, LACS, LACS1, LACS2	acyl-CoA synthetase long-chain family member 1	long-chain-fatty-acid--CoA ligase 1|LACS 1|LACS 2|acyl-CoA synthetase 1|fatty-acid-Coenzyme A ligase, long-chain 1|fatty-acid-Coenzyme A ligase, long-chain 2|lignoceroyl-CoA synthase|long-chain acyl-CoA synthetase 1|long-chain acyl-CoA synthetase 2|long-chain fatty acid-CoA ligase 2|long-chain fatty-acid-coenzyme A ligase 1|palmitoyl-CoA ligase 1|palmitoyl-CoA ligase 2|paltimoyl-CoA ligase 1	4q35.1	4	NC_000004.12	184755595	184826593	minus	28	152425	
9606	Homo sapiens	2181	0	live	ACSL3	ACS3, FACL3, PRO2194	acyl-CoA synthetase long-chain family member 3	long-chain-fatty-acid--CoA ligase 3|LACS 3|fatty-acid-Coenzyme A ligase, long-chain 3|lignoceroyl-CoA synthase|long-chain acyl-CoA synthetase 3	2q36.1	2	NC_000002.12	222860984	222944624	plus	17	602371	
9606	Homo sapiens	2182	0	live	ACSL4	ACS4, FACL4, LACS4, MRX63, MRX68	acyl-CoA synthetase long-chain family member 4	long-chain-fatty-acid--CoA ligase 4|LACS 4|acyl-CoA synthetase 4|fatty-acid-Coenzyme A ligase, long-chain 4|lignoceroyl-CoA synthase|long-chain acyl-CoA synthetase 4|long-chain fatty-acid-Coenzyme A ligase 4	Xq23	X	NC_000023.11	109641330	109733403	minus	17	300157	
9606	Homo sapiens	51703	0	live	ACSL5	ACS2, ACS5, FACL5	acyl-CoA synthetase long-chain family member 5	long-chain-fatty-acid--CoA ligase 5|FACL5 for fatty acid coenzyme A ligase 5|LACS 5|fatty acid coenzyme A ligase 5|fatty-acid-Coenzyme A ligase, long-chain 5|long-chain acyl-CoA synthetase 5|long-chain fatty acid coenzyme A ligase 5	10q25.2	10	NC_000010.11	112374158	112428380	plus	23	605677	
9606	Homo sapiens	55902	0	live	ACSS2	ACAS2, ACECS, ACS, ACSA, dJ1161H23.1	acyl-CoA synthetase short-chain family member 2	acetyl-coenzyme A synthetase, cytoplasmic|acetate thiokinase|acetate-CoA ligase|acetyl-Coenzyme A synthetase 2 (ADP forming)|acyl-activating enzyme|cytoplasmic acetyl-coenzyme A synthetase	20q11.22	20	NC_000020.11	34874942	34927966	plus	22	605832	
9606	Homo sapiens	100	0	live	ADA		adenosine deaminase	adenosine deaminase|adenosine aminohydrolase	20q13.12	20	NC_000020.11	44619519	44651758	minus	12	608958	
9606	Homo sapiens	109	0	live	ADCY3	AC-III, AC3	adenylate cyclase 3	adenylate cyclase type 3|ATP pyrophosphate-lyase 3|adenylate cyclase type III|adenylate cyclase, olfactive type|adenylyl cyclase 3|adenylyl cyclase, type III	2p23.3	2	NC_000002.12	24819169	24920017	minus	26	600291	
9606	Homo sapiens	111	0	live	ADCY5	AC5, FDFM	adenylate cyclase 5	adenylate cyclase type 5|ATP pyrophosphate-lyase 5|adenylate cyclase type V|adenylyl cyclase 5	3q21.1	3	NC_000003.12	123282296	123448632	minus	30	600293	
9606	Homo sapiens	112	0	live	ADCY6	AC6, LCCS8	adenylate cyclase 6	adenylate cyclase type 6|ATP pyrophosphate-lyase 6|adenylate cyclase type VI|ca(2+)-inhibitable adenylyl cyclase	12q13.12	12	NC_000012.12	48766191	48789096	minus	23	600294	
9606	Homo sapiens	124	0	live	ADH1A	ADH1	alcohol dehydrogenase 1A (class I), alpha polypeptide	alcohol dehydrogenase 1A|ADH, alpha subunit|alcohol dehydrogenase 1 (class I), alpha polypeptide|alcohol dehydrogenase subunit alpha|aldehyde reductase	4q23	4	NC_000004.12	99276366	99291028	minus	9	103700	
9606	Homo sapiens	125	0	live	ADH1B	ADH2, HEL-S-117	alcohol dehydrogenase 1B (class I), beta polypeptide	alcohol dehydrogenase 1B|ADH, beta subunit|alcohol dehydrogenase 2 (class I), beta polypeptide|alcohol dehydrogenase subunit beta|aldehyde reductase|epididymis secretory protein Li 117	4q23	4	NC_000004.12	99306387	99321442	minus	10	103720	
9606	Homo sapiens	126	0	live	ADH1C	ADH3	alcohol dehydrogenase 1C (class I), gamma polypeptide	alcohol dehydrogenase 1C|ADH, gamma subunit|alcohol dehydrogenase 3 (class I), gamma polypeptide|aldehyde reductase	4q23	4	NC_000004.12	99336492	99353045	minus	10	103730	
9606	Homo sapiens	127	0	live	ADH4	ADH-2, HEL-S-4	alcohol dehydrogenase 4 (class II), pi polypeptide	alcohol dehydrogenase 4|alcohol dehydrogenase class II pi chain|aldehyde reductase|epididymis secretory protein Li 4	4q23	4	NC_000004.12	99123657	99144330	minus	11	103740	
9606	Homo sapiens	128	0	live	ADH5	ADH-3, ADHX, FALDH, FDH, GSH-FDH, GSNOR, HEL-S-60p	alcohol dehydrogenase 5 (class III), chi polypeptide	alcohol dehydrogenase class-3|S-(hydroxymethyl)glutathione dehydrogenase|S-nitrosoglutathione reductase|alcohol dehydrogenase (class III), chi polypeptide|alcohol dehydrogenase class chi chain|alcohol dehydrogenase class-III|epididymis secretory sperm binding protein Li 60p|formaldehyde dehydrogenase|glutathione-dependent formaldehyde dehydrogenase	4q23	4	NC_000004.12	99070978	99088788	minus	9	103710	
9606	Homo sapiens	130	0	live	ADH6	ADH-5	alcohol dehydrogenase 6 (class V)	alcohol dehydrogenase 6|aldehyde reductase	4q23	4	NC_000004.12	99202638	99219246	minus	9	103735	
9606	Homo sapiens	131	0	live	ADH7	ADH4	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	alcohol dehydrogenase class 4 mu/sigma chain|alcohol dehydrogenase VII|alcohol dehydrogenase class IV mu/sigma chain|alcohol dehydrogenase-7|class IV sigma-1 alcohol dehydrogenase|class IV sigmasigma alcohol dehydrogenase|gastric alcohol dehydrogenase|retinol dehydrogenase	4q23	4	NC_000004.12	99412261	99435510	minus	10	600086	
9606	Homo sapiens	137872	0	live	ADHFE1	ADH8, HMFT2263, HOT	alcohol dehydrogenase, iron containing 1	hydroxyacid-oxoacid transhydrogenase, mitochondrial|Fe-containing alcohol dehydrogenase 1|alcohol dehydrogenase 8|alcohol dehydrogenase iron-containing protein 1	8q13.1	8	NC_000008.11	66432483	66468809	plus	14	611083	
9606	Homo sapiens	132	0	live	ADK	AK	adenosine kinase	adenosine kinase|adenosine 5'-phosphotransferase|testicular tissue protein Li 14	10q11-q24	10	NC_000010.11	74151185	74709303	plus	16	102750	
9606	Homo sapiens	158	0	live	ADSL	AMPS, ASASE, ASL	adenylosuccinate lyase	adenylosuccinate lyase|adenylosuccinase	22q13.1	22	NC_000022.11	40346500	40387408	plus	15	608222	
9606	Homo sapiens	122622	0	live	ADSSL1	MPD5	adenylosuccinate synthase like 1	adenylosuccinate synthetase isozyme 1|AMPSase 1|IMP--aspartate ligase 1|M-type adenylosuccinate synthetase|adSS 1|adenylosuccinate synthetase, basic isozyme|adenylosuccinate synthetase, muscle isozyme	14q32.33	14	NC_000014.9	104724197	104747325	plus	15	612498	
9606	Homo sapiens	178	0	live	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	glycogen debranching enzyme|amylo-1, 6-glucosidase, 4-alpha-glucanotransferase|amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferaseprovided|glycogen debrancher|glycogen debranching protein	1p21.2	1	NC_000001.11	99850077	99924023	plus	36	610860	
9606	Homo sapiens	10554	0	live	AGPAT1	1-AGPAT1, G15, LPAAT-alpha, LPAATA	1-acylglycerol-3-phosphate O-acyltransferase 1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha|1-AGP acyltransferase 1|1-AGPAT 1|1-acylglycerol-3-phosphate O-acyltransferase 1 (acetoacetly Coenzyme A thiolase)|1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)|lysophosphatidic acid acyltransferase alpha|lysophospholipid acyltransferase	6p21.32	6	NC_000006.12	32168206	32178111	minus	10	603099	
9606	Homo sapiens	10555	0	live	AGPAT2	1-AGPAT2, BSCL, BSCL1, LPAAB, LPAAT-beta	1-acylglycerol-3-phosphate O-acyltransferase 2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta|1-AGP acyltransferase 2|1-AGPAT 2|1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)|lysophosphatidic acid acyltransferase-beta|testicular tissue protein Li 143	9q34.3	9	NC_000009.12	136673143	136687459	minus	6	603100	
9606	Homo sapiens	56894	0	live	AGPAT3	LPAAT-GAMMA1, LPAAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma|1-AGP acyltransferase 3|1-AGPAT 3|lysophosphatidic acid acyltransferase gamma|lysophosphatidic acid acyltransferase-gamma1	21q22.3	21	NC_000021.9	43865160	43987594	plus	20	614794	
9606	Homo sapiens	56895	0	live	AGPAT4	1-AGPAT4, LPAAT-delta, dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta|1-AGP acyltransferase 4|1-AGPAT 4|1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)|lysophosphatidic acid acyltransferase delta|lysophosphatidic acid acyltransferase-delta (LPAAT-delta)	6q26	6	NC_000006.12	161129980	161274108	minus	10	614795	
9606	Homo sapiens	55326	0	live	AGPAT5	1AGPAT5, LPAATE	1-acylglycerol-3-phosphate O-acyltransferase 5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon|1-AGP acyltransferase 5|1-AGPAT 5|1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)|lysophosphatidic acid acyltransferase epsilon|testicular tissue protein Li 144	8p23.1	8	NC_000008.11	6708357	6761503	plus	8	614796	
9606	Homo sapiens	191	0	live	AHCY	SAHH, adoHcyase	adenosylhomocysteinase	adenosylhomocysteinase|S-adenosyl-L-homocysteine hydrolase|S-adenosylhomocysteine hydrolase	20q11.22	20	NC_000020.11	34235012	34311976	minus	17	180960	
9606	Homo sapiens	203	0	live	AK1	HTL-S-58j	adenylate kinase 1	adenylate kinase isoenzyme 1|ATP-AMP transphosphorylase 1|ATP:AMP phosphotransferase|adenylate monophosphate kinase|myokinase|testis secretory sperm binding protein Li 58j	9q34.11	9	NC_000009.12	127866480	127886749	minus	10	103000	
9606	Homo sapiens	204	0	live	AK2	ADK2	adenylate kinase 2	adenylate kinase 2, mitochondrial|ATP-AMP transphosphorylase 2|ATP:AMP phosphotransferase|adenylate kinase isoenzyme 2, mitochondrial|adenylate monophosphate kinase|testis secretory sperm-binding protein Li 220n	1p35.1	1	NC_000001.11	33007940	33036911	minus	9	103020	
9606	Homo sapiens	50808	0	live	AK3	AK3L1, AK6, AKL3L, AKL3L1, FIX	adenylate kinase 3	GTP:AMP phosphotransferase AK3, mitochondrial|GTP:AMP phosphotransferase, mitochondrial|adenylate kinase 3 alpha-like 1|adenylate kinase 6, adenylate kinase 3 like 1	9p24.1	9	NC_000009.12	4709556	4742043	minus	8	609290	
9606	Homo sapiens	10327	0	live	AKR1A1	ALDR1, ALR, ARM, DD3, HEL-S-6	aldo-keto reductase family 1 member A1	alcohol dehydrogenase [NADP(+)]|HEL-S-165mP|alcohol dehydrogenase|aldehyde reductase|dihydrodiol dehydrogenase 3|epididymis secretory protein Li 6|epididymis secretory sperm binding protein Li 165mP	1p34.1	1	NC_000001.11	45550779	45570051	plus	10	103830	
9606	Homo sapiens	231	0	live	AKR1B1	ADR, ALDR1, ALR2, AR	aldo-keto reductase family 1 member B	aldose reductase|Lii5-2 CTCL tumor antigen|aldehyde reductase 1|aldo-keto reductase family 1 member B1|low Km aldose reductase	7q33	7	NC_000007.14	134442352	134459136	minus	10	103880	
9606	Homo sapiens	8574	0	live	AKR7A2	AFAR, AFAR1, AFB1-AR1, AKR7	aldo-keto reductase family 7 member A2	aflatoxin B1 aldehyde reductase member 2|AFB1 aldehyde reductase 1|AFB1-AR 1|HEL-S-166mP|SSA reductase|aflatoxin aldehyde reductase|aflatoxin beta1 aldehyde reductase|aldoketoreductase 7|epididymis secretory sperm binding protein Li 166mP|succinic semialdehyde reductase	1p36.13	1	NC_000001.11	19302708	19312146	minus	7	603418	
9606	Homo sapiens	210	0	live	ALAD	ALADH, PBGS	aminolevulinate dehydratase	delta-aminolevulinic acid dehydratase|aminolevulinate, delta-, dehydratase|porphobilinogen synthase|testicular tissue protein Li 95	9q32	9	NC_000009.12	113386312	113401338	minus	14	125270	
9606	Homo sapiens	211	0	live	ALAS1	ALAS, ALAS-H, ALAS3, ALASH, MIG4	5'-aminolevulinate synthase 1	5-aminolevulinate synthase, nonspecific, mitochondrial|5-aminolevulinic acid synthase 1|aminolevulinate, delta-, synthase 1|delta-ALA synthase 1|delta-aminolevulinate synthase 1|migration-inducing protein 4	3p21.2	3	NC_000003.12	52198083	52214327	plus	12	125290	
9606	Homo sapiens	212	0	live	ALAS2	ALAS-E, ALASE, ANH1, ASB, SIDBA1, XLDPP, XLEPP, XLSA	5'-aminolevulinate synthase 2	5-aminolevulinate synthase, erythroid-specific, mitochondrial|5-aminolevulinic acid synthase 2|aminolevulinate, delta-, synthase 2|delta-ALA synthase 2|delta-ALA synthetase|delta-aminolevulinate synthase 2	Xp11.21	X	NC_000023.11	55009055	55031064	minus	13	301300	
9606	Homo sapiens	216	0	live	ALDH1A1	ALDC, ALDH-E1, ALDH1, ALDH11, HEL-9, HEL-S-53e, HEL12, PUMB1, RALDH1	aldehyde dehydrogenase 1 family member A1	retinal dehydrogenase 1|ALDH class 1|ALHDII|RALDH 1|acetaldehyde dehydrogenase 1|aldehyde dehydrogenase 1, soluble|aldehyde dehydrogenase, liver cytosolic|epididymis luminal protein 12|epididymis luminal protein 9|epididymis secretory sperm binding protein Li 53e|retinaldehyde dehydrogenase 1	9q21.13	9	NC_000009.12	72900662	72953317	minus	13	100640	
9606	Homo sapiens	220	0	live	ALDH1A3	ALDH1A6, ALDH6, MCOP8, RALDH3	aldehyde dehydrogenase 1 family member A3	aldehyde dehydrogenase family 1 member A3|acetaldehyde dehydrogenase 6|aldehyde dehydrogenase 6|retinaldehyde dehydrogenase 3	15q26.3	15	NC_000015.10	100879692	100916626	plus	13	600463	
9606	Homo sapiens	218	0	live	ALDH3A1	ALDH3, ALDHIII	aldehyde dehydrogenase 3 family member A1	aldehyde dehydrogenase, dimeric NADP-preferring|aldehyde dehydrogenase isozyme 3|aldehyde dehydrogenase type III|stomach aldehyde dehydrogenase	17p11.2	17	NC_000017.11	19737984	19748433	minus	13	100660	
9606	Homo sapiens	224	0	live	ALDH3A2	ALDH10, FALDH, SLS	aldehyde dehydrogenase 3 family member A2	fatty aldehyde dehydrogenase|aldehyde dehydrogenase 10|aldehyde dehydrogenase family 3 member A2|microsomal aldehyde dehydrogenase	17p11.2	17	NC_000017.11	19648136	19677596	plus	13	609523	
9606	Homo sapiens	221	0	live	ALDH3B1	ALDH4, ALDH7	aldehyde dehydrogenase 3 family member B1	aldehyde dehydrogenase family 3 member B1|aldehyde dehydrogenase 3B1|aldehyde dehydrogenase 7	11q13.2	11	NC_000011.10	68008547	68029282	plus	11	600466	
9606	Homo sapiens	222	0	live	ALDH3B2	ALDH8	aldehyde dehydrogenase 3 family member B2	aldehyde dehydrogenase family 3 member B2|acetaldehyde dehydrogenase 8|aldehyde dehydrogenase 8	11q13.2	11	NC_000011.10	67662162	67681214	minus	11	601917	
9606	Homo sapiens	7915	0	live	ALDH5A1	SSADH, SSDH	aldehyde dehydrogenase 5 family member A1	succinate-semialdehyde dehydrogenase, mitochondrial|NAD(+)-dependent succinic semialdehyde dehydrogenase|mitochondrial succinate semialdehyde dehydrogenase	6p22.3	6	NC_000006.12	24494969	24537207	plus	11	610045	
9606	Homo sapiens	4329	0	live	ALDH6A1	MMSADHA, MMSDH	aldehyde dehydrogenase 6 family member A1	methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial|malonate-semialdehyde dehydrogenase|mitochondrial acylating methylmalonate-semialdehyde dehydrogenase|testicular tissue protein Li 122	14q24.3	14	NC_000014.9	74057662	74084493	minus	12	603178	
9606	Homo sapiens	223	0	live	ALDH9A1	ALDH4, ALDH7, ALDH9, E3, TMABADH	aldehyde dehydrogenase 9 family member A1	4-trimethylaminobutyraldehyde dehydrogenase|R-aminobutyraldehyde dehydrogenase|aldehyde dehydrogenase (NAD+)|aldehyde dehydrogenase E3 isozyme|aldehyde dehydrogenase family 9 member A1|gamma-aminobutyraldehyde dehydrogenase	1q24.1	1	NC_000001.11	165662212	165698663	minus	11	602733	
9606	Homo sapiens	226	0	live	ALDOA	ALDA, GSD12, HEL-S-87p	aldolase, fructose-bisphosphate A	fructose-bisphosphate aldolase A|aldolase A, fructose-bisphosphate|epididymis secretory sperm binding protein Li 87p|fructose-1,6-bisphosphate triosephosphate-lyase|lung cancer antigen NY-LU-1|muscle-type aldolase	16p11.2	16	NC_000016.10	30053090	30070420	plus	17	103850	
9606	Homo sapiens	230	0	live	ALDOC	ALDC	aldolase, fructose-bisphosphate C	fructose-bisphosphate aldolase C|aldolase 3|aldolase C, fructose-bisphosphate|brain-type aldolase|fructoaldolase C|fructose-1,6-biphosphate triosephosphate lyase	17q11.2	17	NC_000017.11	28573115	28576963	minus	10	103870	
9606	Homo sapiens	239	0	live	ALOX12	12-LOX, 12S-LOX, LOG12	arachidonate 12-lipoxygenase, 12S type	arachidonate 12-lipoxygenase, 12S-type|12(S)-lipoxygenase|12S-lipoxygenase|lipoxin synthase 12-LO|platelet 12-LOX|platelet-type 12-lipoxygenase|platelet-type lipoxygenase 12	17p13.1	17	NC_000017.11	6993791	7010736	plus	14	152391	
9606	Homo sapiens	246	0	live	ALOX15	12-LOX, 15-LOX-1, 15LOX-1	arachidonate 15-lipoxygenase	arachidonate 15-lipoxygenase|12/15-lipoxygenase|15-LOX|15-lipooxygenase-1|arachidonate 12-lipoxygenase, leukocyte-type|arachidonate omega-6 lipoxygenase	17p13.2	17	NC_000017.11	4630919	4641665	minus	14	152392	
9606	Homo sapiens	247	0	live	ALOX15B	15-LOX-2	arachidonate 15-lipoxygenase, type B	arachidonate 15-lipoxygenase B|15-LOX-B|15S-lipoxygenase|arachidonate 15-lipoxygenase 2|arachidonate 15-lipoxygenase type II|arachidonate 15-lipoxygenase, second type|arachidonate omega(6) lipoxygenase|linoleate 13-lipoxygenase 15-LOb	17p13.1	17	NC_000017.11	8039040	8049134	plus	14	603697	
9606	Homo sapiens	240	0	live	ALOX5	5-LO, 5-LOX, 5LPG, LOG5	arachidonate 5-lipoxygenase	arachidonate 5-lipoxygenase|LOX-5|arachidonic 5-lipoxygenase alpha-10 isoform|arachidonic 5-lipoxygenase delta-10-13 isoform|arachidonic 5-lipoxygenase delta-13 isoform|arachidonic 5-lipoxygenase delta-p10 isoform|arachidonic acid 5-lipoxygenase|leukotriene A4 synthase	10q11.21	10	NC_000010.11	45374166	45446121	plus	14	152390	
9606	Homo sapiens	271	0	live	AMPD2	PCH9, SPG63	adenosine monophosphate deaminase 2	AMP deaminase 2|AMPD|adenosine monophosphate deaminase 2 (isoform L)	1p13.3	1	NC_000001.11	109619813	109632055	plus	20	102771	
9606	Homo sapiens	290	0	live	ANPEP	APN, CD13, GP150, LAP1, P150, PEPN	alanyl aminopeptidase, membrane	aminopeptidase N|AP-M|AP-N|alanyl (membrane) aminopeptidase|aminopeptidase M|hAPN|membrane alanyl aminopeptidase|microsomal aminopeptidase|myeloid plasma membrane glycoprotein CD13	15q26.1	15	NC_000015.10	89784895	89814852	minus	21	151530	
9606	Homo sapiens	353	0	live	APRT	AMPD, APRT	adenine phosphoribosyltransferase	adenine phosphoribosyltransferase|AMP diphosphorylase|AMP pyrophosphorylase|transphosphoribosidase	16q24.3	16	NC_000016.10	88809469	88811934	minus	5	102600	
9606	Homo sapiens	343	0	live	AQP8	AQP-8	aquaporin 8	aquaporin-8	16p12.1	16	NC_000016.10	25216917	25228932	plus	6	603750	
9606	Homo sapiens	383	0	live	ARG1		arginase 1	arginase-1|arginase, liver|liver-type arginase|type I arginase	6q23.2	6	NC_000006.12	131573159	131584332	plus	8	608313	
9606	Homo sapiens	435	0	live	ASL	ASAL	argininosuccinate lyase	argininosuccinate lyase|argininosuccinase|arginosuccinase	7q11.21	7	NC_000007.14	66075789	66093343	plus	17	608310	
9606	Homo sapiens	438	0	live	ASMT	ASMTY, HIOMT, HIOMTY	acetylserotonin O-methyltransferase	acetylserotonin O-methyltransferase|acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase	Xp22.33 and Yp11.2	X	NC_000023.11	1595455	1643081	plus	10	300015,402500	
9606	Homo sapiens	438	0	live	ASMT	ASMTY, HIOMT, HIOMTY	acetylserotonin O-methyltransferase	acetylserotonin O-methyltransferase|acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase	Xp22.33 and Yp11.2	Y	NC_000024.10	1595455	1643081	plus	10	300015,402500	
